"LIBRARYREFERENCE","COMMENT","SHEETPART","DESIGNATOR","DESCRIPTION"
"74HC04","*","*","*",""
"D-IN","*","*","*",""
"DS12C887","*","*","*",""
"OLED","*","*","*",""
